6a	8a	B1	B13	B14	B17	B18	B2	B5	B6
ENSG00000091844	12	10	34	7	11	5	11	31	2	11
ENSG00000091879	5	1	3	4	6	1	1	1	0	2
ENSG00000091947	29	32	31	44	71	48	67	122	61	87
ENSG00000091972	56	429	35	34	770	37	365	680	26	829
ENSG00000091986	9	5	106	2	10	63	19	5	26	5
ENSG00000092010	4561	3945	6060	4878	7449	7642	5593	6089	5079	6495
ENSG00000092020	89	183	218	106	190	224	123	161	177	266
ENSG00000092036	57	58	65	147	155	108	181	200	114	140
ENSG00000092051	0	0	9	0	2	4	1	7	0	5
ENSG00000092068	32	21	32	127	48	58	26	77	111	50
ENSG00000092094	237	114	161	268	307	392	297	236	199	339
ENSG00000092096	16	22	15	55	26	40	22	88	76	80
ENSG00000092098	181	240	320	389	285	376	363	380	354	279
ENSG00000092108	220	322	274	668	332	400	217	219	237	235
ENSG00000092140	125	209	70	140	140	162	119	160	221	189
ENSG00000092148	2269	1111	1159	1586	1554	1634	1139	1482	2287	1552
ENSG00000092199	6173	5599	4517	4778	7018	5656	4734	5587	4886	6090
ENSG00000092201	710	603	739	688	894	831	574	944	654	844
ENSG00000092203	1275	888	817	1050	1361	1454	983	1156	1005	1187
ENSG00000092208	54	31	34	22	53	30	51	51	25	71
ENSG00000092295	42	22	2	19	24	6	39	18	10	5
ENSG00000092330	756	425	709	712	974	844	722	784	767	895
ENSG00000092421	7	18	1	1	5	0	0	18	1	39
ENSG00000092439	1010	1262	1019	1591	1728	1419	887	963	1372	808
ENSG00000092445	22	30	19	16	41	107	12	28	38	29
ENSG00000092470	112	281	100	198	186	213	170	208	135	123
ENSG00000092529	38	31	35	86	90	83	106	100	74	101
ENSG00000092531	814	881	567	679	1325	987	348	800	314	771
ENSG00000092607	0	0	1	7	0	3	6	0	0	0
ENSG00000092621	10	2	7	28	24	18	9	10	9	3
ENSG00000092758	0	0	1	6	0	7	0	3	0	2
ENSG00000092820	26147	15455	11977	23167	19413	23214	11147	11906	24124	19613
ENSG00000092841	3489	2717	3284	4185	4367	4257	2923	3067	3363	3690
ENSG00000092847	648	540	504	914	807	779	759	1024	632	697
ENSG00000092850	9	4	0	0	3	0	3	0	0	4
ENSG00000092853	79	99	41	29	107	100	47	79	33	86
ENSG00000092871	1542	1969	1283	1078	1761	1736	1936	2991	1285	880
ENSG00000092929	307	423	428	578	507	781	718	581	530	608
ENSG00000092931	240	359	299	257	325	410	295	286	451	287
ENSG00000092964	597	379	643	1381	773	1241	646	780	582	792
ENSG00000092969	1	25	33	10	6	20	6	16	2	13
ENSG00000092978	46	117	130	207	162	194	128	150	40	126
ENSG00000093000	1829	1601	1041	1441	1935	2398	1480	1949	1230	1699
ENSG00000093009	29	5	15	16	37	15	17	43	1	15
ENSG00000093010	236	179	276	386	392	204	272	419	380	282
ENSG00000093072	4498	1637	3182	3528	1539	3917	2006	2096	3322	2612
ENSG00000093100	85	56	33	84	56	77	77	0	77	33
ENSG00000093134	38	59	50	33	30	34	26	13	30	37
ENSG00000093144	100	233	114	178	298	317	163	269	209	357
ENSG00000093167	704	371	311	164	508	541	359	364	450	482
ENSG00000093183	721	620	507	672	972	917	633	609	503	597
ENSG00000093217	0	5	8	12	6	16	4	45	1	20
ENSG00000094631	330	322	397	403	360	510	452	691	384	463
ENSG00000094661	1	5	11	5	5	0	8	1	14	7
ENSG00000094755	0	5	6	0	0	0	2	12	8	7
ENSG00000094804	35	93	73	76	99	132	70	80	35	39
ENSG00000094841	119	204	153	150	196	254	100	164	118	168
ENSG00000094880	150	63	234	152	107	210	142	146	120	153
ENSG00000094914	131	98	114	270	155	211	238	259	110	202
ENSG00000094916	742	1311	785	1649	1295	1253	1202	1263	722	957
ENSG00000094963	1	1	4	0	0	36	0	0	0	0
ENSG00000094975	631	985	612	672	683	653	419	478	754	582
ENSG00000095002	123	144	221	247	166	175	154	139	91	143
ENSG00000095015	879	1204	612	613	1473	879	874	882	794	1166
ENSG00000095059	133	157	172	282	442	352	481	521	372	519
ENSG00000095066	71	32	167	358	90	71	90	456	48	110
ENSG00000095139	2074	1690	3680	3666	3066	4073	2154	3033	2715	2900
ENSG00000095203	2	9	2	0	5	7	8	7	0	1
ENSG00000095209	62	86	91	77	71	68	61	94	87	72
ENSG00000095261	315	551	718	630	499	730	479	312	318	815
ENSG00000095303	31	28	24	103	26	34	23	10	35	34
ENSG00000095319	751	789	689	431	1032	823	1160	1153	540	627
ENSG00000095321	51	69	77	133	147	77	170	96	41	101
ENSG00000095370	105	110	263	219	272	188	291	536	201	230
ENSG00000095380	518	310	499	613	601	661	321	362	574	561
ENSG00000095383	65	40	34	103	49	64	49	69	62	76
ENSG00000095397	641	350	241	465	868	415	506	869	423	287
ENSG00000095485	285	278	220	152	344	322	327	229	232	345
ENSG00000095539	6	0	6	6	20	10	8	3	6	26
ENSG00000095564	1339	1742	1348	1184	1779	1317	1043	1194	574	1957
ENSG00000095574	607	529	465	519	442	607	404	499	348	536
ENSG00000095585	11	8	29	122	88	58	32	75	40	144
ENSG00000095587	0	0	0	0	3	0	1	0	4	3
ENSG00000095627	0	3	0	0	2	7	2	3	6	3
ENSG00000095637	99	94	90	23	24	50	12	33	34	70
ENSG00000095739	48	28	19	58	23	20	28	41	37	36
ENSG00000095752	2	5	7	0	2	1	6	7	9	6
ENSG00000095787	4388	3405	3792	3978	3507	4222	2736	3707	3229	3196
ENSG00000095794	8815	8451	12753	12741	9637	13232	5157	7555	10276	10335
ENSG00000095906	135	112	91	143	206	186	193	177	141	165
ENSG00000095932	2	4	0	0	2	0	1	2	0	1
ENSG00000095951	3428	2498	2830	3886	3594	3940	1720	2534	3241	4112
ENSG00000095970	43	32	43	91	26	24	30	26	88	24
ENSG00000096060	1437	1213	2150	2961	3333	4705	2567	3646	1256	2346
ENSG00000096063	832	662	571	444	731	580	638	578	567	464
ENSG00000096070	778	471	907	638	912	821	879	782	618	590
ENSG00000096080	127	67	90	53	122	111	76	93	130	100
ENSG00000096088	28	257	4	42	19	9	13	9	24	7
ENSG00000096092	32	43	23	22	44	26	27	47	18	52
ENSG00000096093	56	64	89	280	128	123	132	65	28	76
ENSG00000096264	0	0	1	0	0	3	0	2	0	3
ENSG00000096384	16384	22673	13894	14745	47280	17398	26956	40980	15044	29000
ENSG00000096401	835	651	668	632	650	806	353	555	695	595
ENSG00000096433	2182	1349	1607	1725	2298	2296	2457	2085	1783	1697
ENSG00000096654	259	380	175	266	227	237	203	251	200	293
ENSG00000096696	0	25	8	0	13	15	41	117	4	4
ENSG00000096717	562	744	660	680	534	762	379	330	693	602
ENSG00000096746	730	416	388	467	605	519	328	511	440	487
ENSG00000096872	30	34	15	16	23	46	16	36	17	27
ENSG00000096968	158	149	223	584	286	399	323	281	156	248
ENSG00000096996	1015	600	766	642	1328	1239	905	1093	771	900
ENSG00000097007	787	535	731	830	795	1060	705	627	624	688
ENSG00000097021	307	98	227	229	242	363	180	220	239	208
ENSG00000097033	1046	995	1149	1226	1485	1644	722	1162	992	1175
ENSG00000097046	60	65	81	141	93	187	126	123	135	67
ENSG00000097096	8	7	11	36	34	31	17	33	19	20
ENSG00000099139	102	100	5	169	23	36	19	25	34	22
ENSG00000099194	867	599	622	1121	1004	1043	773	990	775	627
ENSG00000099203	45	27	18	13	34	19	46	23	14	34
ENSG00000099204	3282	2673	2319	2595	3632	2187	2089	2189	3025	2647
ENSG00000099219	281	377	474	238	332	520	522	385	178	335
ENSG00000099246	1058	835	969	824	747	1053	613	669	839	692
ENSG00000099250	261	119	259	593	219	442	321	312	261	355
ENSG00000099251	45	75	32	42	84	67	115	110	29	73
ENSG00000099256	0	9	2	0	6	15	5	5	0	6
ENSG00000099260	10	3	0	0	0	1	0	2	4	4
ENSG00000099282	29	15	9	45	8	18	11	10	21	15
ENSG00000099284	60	52	29	31	24	27	39	58	10	21
ENSG00000099290	665	724	578	622	1019	979	697	893	541	713
ENSG00000099308	691	354	676	634	747	761	915	1219	750	786
ENSG00000099326	78	83	76	79	74	96	144	128	127	105
ENSG00000099330	102	44	86	57	107	94	177	87	91	102
ENSG00000099331	2658	1465	2199	2250	2418	2450	2511	2898	2223	2177
ENSG00000099337	63	139	111	114	221	181	122	161	412	167
ENSG00000099338	56	26	47	79	49	21	43	29	20	22
ENSG00000099341	1214	586	897	965	1313	1203	876	1142	886	1163
ENSG00000099364	74	89	76	89	53	126	90	86	86	70
ENSG00000099365	4	4	7	13	13	21	13	10	32	5
ENSG00000099377	16	12	22	60	23	27	12	12	11	20
ENSG00000099381	939	209	385	652	463	581	548	340	332	406
ENSG00000099385	225	143	239	142	259	372	280	294	203	230
ENSG00000099622	2784	1900	2027	2575	3261	3378	2705	2363	2631	3492
ENSG00000099624	321	272	322	358	551	454	542	561	556	671
ENSG00000099625	15	45	14	1	38	19	11	66	29	110
ENSG00000099715	4	1	0	0	0	3	1	3	4	4
ENSG00000099725	4316	3418	62	3550	3576	4264	2857	0	6	5
ENSG00000099783	859	706	1145	1441	1209	1183	838	693	1276	1308
ENSG00000099785	113	184	136	150	230	206	261	256	124	211
ENSG00000099795	110	138	113	111	186	189	166	192	135	175
ENSG00000099797	728	363	500	606	981	738	852	1039	961	746
ENSG00000099800	49	12	25	82	57	70	58	59	63	95
ENSG00000099804	275	139	349	298	351	394	270	259	393	341
ENSG00000099810	133	146	181	344	211	140	208	459	101	126
ENSG00000099812	7	5	2	0	0	0	0	1	1	4
ENSG00000099814	110	76	35	45	89	141	90	66	85	51
ENSG00000099817	325	329	250	155	456	353	497	632	262	437
ENSG00000099821	85	64	129	124	200	237	163	286	199	161
ENSG00000099822	4	2	10	17	44	15	11	35	8	23
ENSG00000099834	7	0	13	10	6	33	4	10	1	14
ENSG00000099840	49	47	23	42	68	65	145	40	44	50
ENSG00000099849	44	40	28	65	66	93	85	125	85	99
ENSG00000099860	1786	1116	1518	1519	1763	2246	2203	2231	3034	2127
ENSG00000099864	0	2	7	3	3	12	0	4	0	0
ENSG00000099866	0	0	2	0	1	2	1	0	0	2
ENSG00000099875	3891	2157	2064	2258	4177	2661	3482	4156	2272	2507
ENSG00000099889	2	0	22	3	1	2	42	8	2	1
ENSG00000099899	64	108	97	174	259	152	240	254	152	165
ENSG00000099901	390	291	307	359	516	528	316	481	225	404
ENSG00000099904	200	169	159	375	283	349	363	470	168	284
ENSG00000099910	60	100	106	80	182	95	242	97	121	149
ENSG00000099917	877	766	1177	1438	1426	1570	1526	2115	1146	2148
ENSG00000099940	533	369	382	902	509	547	269	635	354	726
ENSG00000099942	2794	1764	3248	2986	3082	3837	2354	2701	2893	2748
ENSG00000099949	263	153	184	340	396	293	290	341	287	303
ENSG00000099953	21	1	0	2	4	9	2	16	7	16
ENSG00000099954	1	4	1	8	10	11	4	16	0	3
ENSG00000099956	928	296	484	643	602	592	413	592	486	610
ENSG00000099957	2	0	0	0	1	1	22	2	0	0
ENSG00000099958	18	32	111	225	153	130	34	149	93	194
ENSG00000099960	0	1	0	0	0	1	1	0	2	2
ENSG00000099968	227	299	496	697	809	614	529	396	387	513
ENSG00000099974	13	11	13	0	30	12	10	10	7	18
ENSG00000099977	554	393	459	504	722	769	621	639	502	679
ENSG00000099985	121	64	124	81	87	82	126	116	112	51
ENSG00000099991	486	350	368	384	611	487	958	844	598	567
ENSG00000099992	254	190	192	207	255	281	359	505	226	222
ENSG00000099994	7	11	9	0	1	22	43	10	12	17
ENSG00000099995	7472	3623	4509	4620	7649	6581	7086	7813	4532	5809
ENSG00000099998	2	1	28	0	0	3	7	19	4	1
ENSG00000099999	24	11	17	21	21	21	40	55	17	37
ENSG00000100003	340	472	245	143	388	444	271	287	293	350
ENSG00000100012	4	0	2	0	1	0	0	1	12	0
ENSG00000100014	738	518	418	461	633	677	474	425	519	450
ENSG00000100023	436	351	281	226	403	565	480	676	400	469
ENSG00000100024	13	14	20	22	11	11	2	7	6	9
ENSG00000100027	156	108	247	283	158	281	158	173	356	111
ENSG00000100028	376	502	449	388	467	460	287	477	350	412
ENSG00000100029	190	160	143	400	306	279	114	336	185	201
ENSG00000100030	3387	1384	2880	2663	2813	4030	2105	2527	2608	2082
ENSG00000100031	95	153	182	130	245	177	305	299	97	183
ENSG00000100033	0	8	10	0	1	1	3	13	64	2
ENSG00000100034	116	74	120	229	302	115	105	152	130	101
ENSG00000100036	47	49	37	29	32	56	59	66	45	30
ENSG00000100038	127	126	187	290	156	148	291	346	197	179
ENSG00000100053	0	2	2	0	0	1	2	0	0	2
ENSG00000100055	302	359	472	511	583	800	846	792	633	642
ENSG00000100056	145	75	134	136	236	188	142	188	146	145
ENSG00000100058	121	69	52	45	308	207	133	110	109	190
ENSG00000100060	630	382	544	805	683	865	786	663	855	749
ENSG00000100068	39	23	48	89	84	90	87	70	76	75
ENSG00000100075	309	159	282	344	342	363	300	364	289	318
ENSG00000100077	123	196	231	407	283	218	217	232	273	370
ENSG00000100079	7	0	6	13	0	5	0	2	10	1
ENSG00000100083	352	254	462	369	349	292	321	419	330	322
ENSG00000100084	320	189	493	565	522	666	364	322	571	533
ENSG00000100092	409	223	339	200	630	486	1061	884	461	567
ENSG00000100095	0	1	1	7	0	5	0	0	5	0
ENSG00000100097	1607	401	1228	1359	1027	2161	882	479	1760	823
ENSG00000100099	308	307	274	351	384	348	509	390	280	277
ENSG00000100100	1208	1233	782	1200	2373	1844	2268	2496	949	1907
ENSG00000100104	187	271	210	133	268	123	83	256	149	302
ENSG00000100105	335	150	215	353	214	272	247	246	250	212
ENSG00000100106	203	73	112	306	138	291	150	182	77	105
ENSG00000100109	809	567	445	458	650	578	440	866	556	515
ENSG00000100116	0	2	1	0	7	1	8	6	0	5
ENSG00000100124	169	152	91	127	254	166	147	94	213	130
ENSG00000100129	4591	3584	4944	5936	5006	6754	4886	4888	4636	6697
ENSG00000100138	1897	1119	1341	1331	1645	1858	1288	1530	1486	1511
ENSG00000100139	206	156	166	104	148	177	183	211	233	177
ENSG00000100142	187	155	167	214	245	237	230	236	218	263
ENSG00000100147	68	51	42	42	111	73	85	47	52	47
ENSG00000100150	62	204	71	64	124	207	210	295	148	179
ENSG00000100151	61	80	66	116	102	118	120	113	114	61
ENSG00000100154	14	13	23	28	12	36	47	33	155	99
ENSG00000100162	27	28	29	5	62	34	120	84	6	67
ENSG00000100167	33	17	15	22	72	6	59	77	16	25
ENSG00000100181	5	27	14	59	28	7	18	15	13	14
ENSG00000100196	0	3	0	0	5	2	5	6	0	3
ENSG00000100197	5	19	22	9	8	18	33	28	48	14
ENSG00000100201	5095	6083	5730	5448	8068	8121	8346	9720	6378	6863
ENSG00000100206	5	3	13	31	22	4	1	8	2	4
ENSG00000100207	1832	1261	949	1295	1443	1355	1813	1707	1062	1541
ENSG00000100209	37	84	111	102	46	81	54	61	77	68
ENSG00000100211	0	17	2	12	39	9	17	17	21	10
ENSG00000100216	718	408	386	378	751	688	553	578	440	607
ENSG00000100218	17	0	0	0	0	1	2	0	7	0
ENSG00000100219	5923	2773	7264	7321	5036	7556	3667	3868	4516	3981
ENSG00000100220	323	373	247	271	461	343	286	361	255	394
ENSG00000100221	9912	3689	7248	8851	8545	10155	4278	6386	8137	7792
ENSG00000100225	3132	2371	2406	3119	2068	2523	1897	1969	1882	1869
ENSG00000100226	3486	2258	2339	2380	3495	3100	2377	2847	2547	3160
ENSG00000100227	1096	650	725	661	1139	973	820	988	704	844
ENSG00000100228	7	15	1	0	11	17	11	24	18	4
ENSG00000100234	43	13	41	33	28	13	148	11	56	23
ENSG00000100239	416	279	295	464	590	446	740	545	428	556
ENSG00000100241	890	1133	879	1822	1598	1483	1335	1837	1206	1698
ENSG00000100242	2099	1557	1971	1984	1829	2331	2021	2137	2059	1658
ENSG00000100243	763	248	555	648	563	777	497	728	599	552
ENSG00000100246	9	22	24	27	51	30	52	64	48	36
ENSG00000100253	0	0	0	1	3	0	5	4	3	0
ENSG00000100258	705	402	512	692	917	748	732	885	713	658
ENSG00000100263	14	11	12	18	20	10	29	24	13	5
ENSG00000100266	990	386	426	503	322	748	489	511	484	363
ENSG00000100271	18	38	38	74	56	87	59	57	71	89
ENSG00000100276	3	2	3	3	0	6	0	0	0	10
ENSG00000100280	692	466	631	754	1003	1042	794	942	863	786
ENSG00000100281	317	335	275	211	241	332	338	181	215	268
ENSG00000100284	550	560	266	362	552	346	632	619	501	687
ENSG00000100285	32	12	46	58	39	60	27	21	19	32
ENSG00000100288	634	474	709	976	1308	1126	1133	1207	866	1067
ENSG00000100290	122	54	84	140	144	141	80	89	138	126
ENSG00000100292	447	356	335	909	525	536	316	354	655	322
ENSG00000100294	86	47	34	74	40	31	41	38	54	31
ENSG00000100296	310	219	313	421	639	497	260	359	315	305
ENSG00000100297	353	284	240	301	425	371	407	554	267	414
ENSG00000100298	478	229	570	284	251	436	224	356	265	194
ENSG00000100299	181	183	170	301	450	297	443	383	318	356
ENSG00000100300	201	156	178	295	261	321	229	196	260	205
ENSG00000100302	32	10	0	8	4	9	10	22	10	9
ENSG00000100304	196	71	120	112	162	164	165	175	134	185
ENSG00000100307	235	252	236	239	399	410	531	507	172	426
ENSG00000100311	133	10	52	155	149	317	47	97	156	178
ENSG00000100316	38428	22534	30404	28109	39956	39830	41844	42273	35293	39513
ENSG00000100319	66	25	30	9	65	52	62	66	41	54
ENSG00000100320	17	0	5	3	8	7	9	47	51	2
ENSG00000100321	24	4	4	25	2	16	10	17	4	9
ENSG00000100324	22	72	64	37	68	77	162	115	160	86
ENSG00000100325	277	343	299	383	600	564	668	592	573	561
ENSG00000100330	990	730	990	681	1189	1047	1009	827	752	1034
ENSG00000100335	344	359	318	351	522	441	324	324	396	465
ENSG00000100336	63	54	56	133	50	56	62	42	73	50
ENSG00000100342	95	90	108	169	284	171	130	142	130	171
ENSG00000100344	0	2	9	7	1	1	0	0	0	2
ENSG00000100345	12902	12141	10185	10319	12897	11666	10234	13673	8119	8610
ENSG00000100346	6	24	51	79	72	72	90	122	90	92
ENSG00000100347	265	169	767	785	330	370	274	230	230	410
ENSG00000100348	193	196	252	283	383	331	407	382	196	376
ENSG00000100350	31	29	27	105	44	72	24	63	62	93
ENSG00000100351	534	373	760	506	569	704	664	655	604	511
ENSG00000100353	3048	2213	2992	3292	3574	3530	3491	3475	3527	3833
ENSG00000100354	1867	1419	1203	505	1551	1536	1394	1616	1856	1425
ENSG00000100359	267	135	331	387	534	379	326	449	340	429
ENSG00000100360	65	80	58	104	216	126	139	226	77	210
ENSG00000100362	2	8	1	6	15	0	0	13	8	8
ENSG00000100364	429	219	226	497	405	515	350	463	255	606
ENSG00000100365	246	214	148	383	685	262	409	542	268	436
ENSG00000100368	226	276	565	795	1099	842	384	602	368	923
ENSG00000100372	126	64	74	82	72	124	88	130	51	112
ENSG00000100373	0	2	8	7	1	2	0	6	1	3
ENSG00000100376	1150	1581	2016	1639	2842	1676	1408	3897	1550	1807
ENSG00000100379	156	153	113	142	252	116	237	244	102	230
ENSG00000100380	1868	1539	1408	1770	3157	2349	1934	2515	1757	2673
ENSG00000100385	26305	9987	11824	8500	24458	15709	16305	24134	9837	12975
ENSG00000100387	376	349	421	558	366	564	203	273	327	360
ENSG00000100393	3316	5957	4079	2131	3469	3544	2320	5506	2948	2964
ENSG00000100395	317	177	278	193	418	382	517	538	287	461
ENSG00000100399	0	7	2	0	5	1	9	2	7	5
ENSG00000100401	627	609	529	661	1145	713	851	1248	582	854
ENSG00000100403	470	372	377	500	750	586	508	676	410	520
ENSG00000100410	185	209	239	164	217	239	195	172	145	277
ENSG00000100412	1151	546	840	981	1188	1230	919	1051	1168	1005
ENSG00000100413	93	37	122	190	67	133	86	164	64	133
ENSG00000100416	92	121	92	75	103	113	113	193	73	99
ENSG00000100417	170	86	133	98	249	187	215	268	131	194
ENSG00000100418	573	295	243	452	730	442	575	463	335	360
ENSG00000100422	3815	2735	2562	2006	3759	3600	3226	3454	2519	3002
ENSG00000100425	2830	1497	1868	2681	1964	3242	1208	1356	2201	1718
ENSG00000100426	1251	717	1038	1133	923	1433	761	702	799	706
ENSG00000100427	23	0	3	5	1	16	0	1	31	0
ENSG00000100429	295	108	185	214	218	290	422	448	315	300
ENSG00000100433	26	1	43	101	117	57	1	33	46	84
ENSG00000100439	369	229	277	355	388	346	354	477	289	324
ENSG00000100441	814	592	632	501	887	553	750	919	527	826
ENSG00000100442	52	110	82	144	132	107	99	96	71	103
ENSG00000100445	370	291	274	383	394	647	373	571	382	556
ENSG00000100448	0	3	0	0	0	3	8	0	1	0
ENSG00000100450	1690	291	3083	1482	688	2211	458	908	2320	936
ENSG00000100453	1647	958	12741	10963	8156	10692	1532	6046	6998	10894
ENSG00000100461	1057	630	1168	1390	1315	1686	695	1342	1179	1444
ENSG00000100462	220	143	154	309	409	229	138	230	206	216
ENSG00000100473	1	125	0	10	50	8	103	22	16	12
ENSG00000100478	33	152	118	36	82	101	75	145	206	79
ENSG00000100479	31	42	33	13	16	20	7	37	11	27
ENSG00000100483	108	127	128	255	161	160	101	120	102	184
ENSG00000100485	904	696	832	592	1051	1450	590	696	1181	1090
ENSG00000100490	2	9	6	12	58	6	29	91	64	20
ENSG00000100503	1291	1033	1183	1144	2078	1469	1529	1837	1270	1704
ENSG00000100504	77	64	89	174	28	48	43	158	103	21
ENSG00000100519	329	482	427	323	415	390	291	397	249	364
ENSG00000100522	63	195	230	27	511	128	80	111	97	91
ENSG00000100523	438	905	557	641	854	712	666	679	827	714
ENSG00000100526	10	14	5	10	88	13	28	134	5	17
ENSG00000100528	944	1400	676	800	1936	1159	1085	1759	822	1364
ENSG00000100532	147	252	146	101	137	192	116	144	98	153
ENSG00000100554	316	209	225	202	238	275	168	205	210	123
ENSG00000100557	5	9	0	0	6	2	0	3	1	3
ENSG00000100558	8	4	1	24	5	2	13	14	13	2
ENSG00000100564	215	118	207	214	246	293	255	234	144	208
ENSG00000100567	249	488	527	411	533	475	222	355	254	286
ENSG00000100568	906	701	873	664	949	1129	625	719	794	1048
ENSG00000100575	215	224	171	188	302	273	321	271	124	317
ENSG00000100577	50	41	25	21	73	39	88	73	63	75
ENSG00000100578	222	274	157	313	398	348	327	396	226	279
ENSG00000100580	408	882	302	385	1326	593	883	1177	231	779
ENSG00000100583	2	1	8	0	0	2	6	18	1	6
ENSG00000100591	484	862	467	645	2475	692	966	1473	394	1023
ENSG00000100592	322	132	185	160	412	310	262	255	166	385
ENSG00000100596	485	300	381	253	601	558	433	581	418	465
ENSG00000100599	553	250	727	608	707	755	920	426	889	631
ENSG00000100600	660	405	562	1433	1081	779	513	849	880	1187
ENSG00000100601	132	93	127	103	105	91	94	92	45	78
ENSG00000100603	561	541	537	575	808	892	532	692	582	713
ENSG00000100605	704	269	325	238	501	660	413	531	406	497
ENSG00000100612	827	632	1179	1021	1105	1323	759	1010	828	956
ENSG00000100614	863	709	803	592	629	862	653	566	831	689
ENSG00000100625	0	7	4	5	20	14	10	25	15	2
ENSG00000100626	3	3	5	5	1	3	4	3	0	4
ENSG00000100628	61	347	89	23	306	61	299	416	137	744
ENSG00000100629	162	78	110	49	190	116	64	43	91	205
ENSG00000100632	706	331	226	284	306	499	336	235	254	622
ENSG00000100644	4098	4942	2329	2643	4507	2989	3261	4812	2379	3413
ENSG00000100647	2514	1816	1886	2214	2192	2341	1755	3267	1729	2045
ENSG00000100650	6037	4797	4694	4552	6283	5509	4401	5211	5094	6230
ENSG00000100664	5233	5321	4201	4678	5145	4332	3370	4764	2889	4144
ENSG00000100697	943	1039	930	1184	792	1403	620	559	907	786
ENSG00000100711	85	74	55	53	99	120	109	133	80	61
ENSG00000100714	180	175	176	323	546	434	400	433	242	417
ENSG00000100721	23	19	40	502	367	507	61	128	89	733
ENSG00000100722	263	438	429	391	472	353	369	505	465	354
ENSG00000100726	46	67	62	81	67	110	75	98	34	56
ENSG00000100731	1535	1999	2098	3083	3460	3393	2075	2465	2449	3235
ENSG00000100744	221	231	248	227	205	433	176	191	214	224
ENSG00000100749	47	85	59	74	54	107	50	102	38	110
ENSG00000100764	502	376	280	305	405	407	488	477	311	327
ENSG00000100767	13	13	27	228	71	51	66	45	27	121
ENSG00000100784	350	442	215	246	278	383	293	268	336	223
ENSG00000100796	2500	2098	2326	2225	2062	2702	2024	2188	2490	3015
ENSG00000100802	42	21	39	46	33	49	64	60	47	35
